patient_id,0,1,2,3,4,5,6,7,8,9,10,11
PAT-0227,0.074886516,0.11587734,0.08164503,0.11587734,0.074886516,0.074886516,0.074886516,0.07804193,0.07804193,0.07804193,0.074886516,0.07804193
PAT-0228,0.08549254,0.08914139,0.08321194,0.0638252,0.08597539,0.08321194,0.08476335,0.08597539,0.08445222,0.08321194,0.08597539,0.08476335
PAT-0229,0.08844019,0.06483233,0.08826379,0.08826379,0.084686816,0.08486843,0.08486843,0.08844019,0.08541022,0.08826379,0.065398246,0.08826379
PAT-0230,0.10208228,0.07239428,0.07493022,0.07239428,0.10061526,0.10093836,0.07239428,0.07079842,0.08032945,0.08032945,0.07079842,0.10199525
PAT-0231,0.08933105,0.08885321,0.08885321,0.08885321,0.08728957,0.05915961,0.08728957,0.08850644,0.08885321,0.086925656,0.086925656,0.05915961
PAT-0232,0.08609662,0.08609662,0.08433032,0.0873395,0.08433032,0.0873395,0.081260666,0.06301551,0.0873395,0.08609662,0.08433032,0.08242453
PAT-0233,0.075360015,0.07454677,0.09952494,0.06892315,0.095775515,0.075360015,0.06892315,0.07523835,0.075360015,0.09623756,0.09952494,0.09522564
PAT-0234,0.08187282,0.08368254,0.0852928,0.0852928,0.0852928,0.08187282,0.082366265,0.082366265,0.08275941,0.08275941,0.08368254,0.08275941
PAT-0235,0.0848407,0.08644196,0.08646284,0.08586069,0.08646284,0.08912987,0.08912987,0.064921,0.06967857,0.08569054,0.08569054,0.08569054
PAT-0236,0.08089031,0.08089031,0.09571668,0.07741863,0.08089031,0.09999961,0.07741863,0.07430579,0.07741863,0.07430579,0.09985502,0.08089031
PAT-0237,0.1043296,0.075972445,0.07872161,0.07221565,0.075972445,0.07872161,0.07221565,0.075972445,0.1043296,0.077257864,0.07872161,0.10556942
PAT-0238,0.0760831,0.10444726,0.10615375,0.07587308,0.07587308,0.07529856,0.07529856,0.07468796,0.07468796,0.07587308,0.11042506,0.07529856
PAT-0239,0.10579621,0.07510859,0.10579621,0.07772706,0.0752287,0.07772706,0.0752287,0.10444883,0.0752287,0.0752287,0.07725243,0.0752287
PAT-0240,0.08749958,0.08749958,0.09023888,0.08670955,0.088903695,0.09069262,0.06728762,0.08836507,0.08749958,0.067323565,0.06728762,0.09069262
PAT-0256,0.08936017,0.08902891,0.09011926,0.09011926,0.08671849,0.09028153,0.09028153,0.06339525,0.08671849,0.08936017,0.06730849,0.06730849
PAT-0257,0.06459506,0.08794027,0.08655478,0.06459506,0.08655478,0.08794027,0.085924864,0.087344445,0.08771776,0.085924864,0.085924864,0.08898309
PAT-0258,0.094525576,0.094525576,0.0891962,0.09272172,0.09089891,0.094525576,0.09038602,0.06628147,0.06628147,0.06532252,0.06613876,0.0891962
PAT-0259,0.066202566,0.09118832,0.067299165,0.07166756,0.091756344,0.090646096,0.09118832,0.091756344,0.090646096,0.065377265,0.09051553,0.091756344
PAT-0260,0.0764229,0.0764229,0.07550662,0.08533686,0.08533686,0.07551549,0.0764229,0.106710084,0.07550662,0.07551549,0.10596644,0.08533686
PAT-0266,0.084627524,0.08349736,0.08349736,0.084627524,0.08349736,0.080991164,0.084627524,0.084331796,0.081482016,0.08349736,0.080991164,0.084331796
PAT-0267,0.08101811,0.074693546,0.074693546,0.08101811,0.10218546,0.074693546,0.074693546,0.08101811,0.10018668,0.08101811,0.07334453,0.101436675
PAT-0268,0.08842885,0.08948747,0.08913049,0.088084236,0.08842885,0.06724977,0.08948747,0.067201935,0.088084236,0.067201935,0.088084236,0.08913049
PAT-0269,0.09378421,0.070064425,0.09441745,0.070064425,0.093407586,0.09143649,0.09441745,0.09301235,0.094797075,0.069182485,0.065351635,0.070064425
PAT-0270,0.08785001,0.08435582,0.08785001,0.0867921,0.08785001,0.08973518,0.08785001,0.08973518,0.08785001,0.061844036,0.06481474,0.08347292
PAT-0276,0.09704471,0.09321806,0.06718304,0.09704471,0.06718304,0.06860943,0.06860943,0.09377979,0.09377979,0.06860943,0.090991475,0.09394718
PAT-0277,0.09048641,0.09048641,0.08607465,0.09048641,0.08796756,0.09048641,0.09048641,0.073243186,0.09048641,0.059927862,0.061412804,0.088455506
PAT-0278,0.09776717,0.096551515,0.071880445,0.071880445,0.071880445,0.070373416,0.09776717,0.0749437,0.09776717,0.07647771,0.09776717,0.0749437
PAT-0279,0.07764336,0.102213986,0.07764336,0.083691195,0.10330079,0.077408575,0.107898794,0.07171601,0.07764336,0.077408575,0.07171601,0.07171601
PAT-0280,0.08753331,0.06301734,0.086057805,0.0586016,0.08781385,0.087458774,0.087458774,0.087458774,0.08980386,0.08980386,0.087458774,0.08753331
PAT-0281,0.08599454,0.08620338,0.064929985,0.08628993,0.06599749,0.08620338,0.088696904,0.08599454,0.086544335,0.08575167,0.088696904,0.088696904
PAT-0282,0.08673563,0.08744017,0.08657535,0.08602283,0.08657535,0.08922196,0.06340109,0.08612589,0.08763931,0.08763931,0.08922196,0.06340109
PAT-0283,0.08615196,0.08615196,0.08615196,0.063827045,0.08908409,0.08847934,0.08615196,0.08754134,0.08661261,0.08847934,0.063827045,0.08754134
PAT-0284,0.09086696,0.090618595,0.064380996,0.08885522,0.08885522,0.08899992,0.08885522,0.064380996,0.08885522,0.06747649,0.08899992,0.08885522
PAT-0285,0.09200196,0.09342,0.09150489,0.07691039,0.09150489,0.07691039,0.0722683,0.09000506,0.09342,0.09150489,0.06244982,0.06809924
PAT-0301,0.07894783,0.07239041,0.07239041,0.07239041,0.07894783,0.09961335,0.09947773,0.10126662,0.07375937,0.09947773,0.07239041,0.07894783
PAT-0302,0.07406,0.08158682,0.06788877,0.07406,0.072474465,0.07406,0.09916224,0.09849262,0.09654549,0.08158682,0.09849593,0.08158682
PAT-0303,0.07331764,0.07003884,0.097917534,0.07621728,0.07621728,0.094942294,0.07331764,0.09435595,0.07621728,0.07331764,0.097439125,0.09670139
PAT-0304,0.07551575,0.07931757,0.07931757,0.07047532,0.099884786,0.102634795,0.07551575,0.07931757,0.07931757,0.102634795,0.078034215,0.078034215
PAT-0305,0.092434004,0.07239148,0.09777608,0.09286909,0.0651786,0.092434004,0.093028255,0.0651786,0.07185366,0.09213348,0.07185366,0.09286909
PAT-0306,0.07659407,0.085319854,0.102942176,0.085319854,0.07637404,0.085319854,0.10077178,0.07659407,0.07006234,0.085319854,0.07006234,0.085319854
PAT-0307,0.079124615,0.07972861,0.11137781,0.080790654,0.08544929,0.079124615,0.080790654,0.079124615,0.079124615,0.08544929,0.079124615,0.080790654
PAT-0308,0.09485668,0.09442688,0.068380564,0.06938191,0.09442688,0.068380564,0.09513924,0.09641683,0.07656908,0.07656908,0.09485668,0.07059562
PAT-0309,0.073603794,0.09580239,0.07097791,0.09974166,0.073603794,0.09974166,0.096615635,0.07097791,0.073603794,0.073603794,0.098123826,0.073603794
PAT-0310,0.10539943,0.106182225,0.07686353,0.07467996,0.106182225,0.07626409,0.07626409,0.07597051,0.07467996,0.07686353,0.07597051,0.07467996
PAT-0311,0.10064478,0.09946674,0.07207972,0.071193874,0.10273896,0.07207972,0.071193874,0.07207972,0.0996105,0.06825151,0.09946674,0.071193874
PAT-0312,0.08711023,0.088856846,0.08711023,0.08711023,0.090656504,0.05889689,0.088317126,0.088317126,0.08711023,0.05889689,0.08925599,0.088361636
PAT-0313,0.076743595,0.076743595,0.110352,0.07753996,0.10634378,0.07753996,0.076743595,0.081236646,0.076743595,0.07753996,0.081236646,0.081236646
PAT-0314,0.08602464,0.0866843,0.065388106,0.08695979,0.0866843,0.08602464,0.085259534,0.08602464,0.08695979,0.08602464,0.0866843,0.07128129
PAT-0315,0.096065216,0.09658041,0.070234545,0.07089218,0.07089218,0.07089218,0.07727803,0.070234545,0.09350543,0.09382151,0.096065216,0.09353857
PAT-0321,0.06662175,0.0908366,0.092927866,0.092927866,0.0624616,0.0908366,0.091947936,0.094679184,0.06662175,0.066620275,0.0908366,0.09268203
PAT-0322,0.08274089,0.08267184,0.10642304,0.07893173,0.08267184,0.08274089,0.08267184,0.07893173,0.07893173,0.08274089,0.07893173,0.081611805
PAT-0323,0.08617582,0.08617582,0.084990375,0.05856155,0.085019805,0.084990375,0.08617582,0.084990375,0.085548565,0.08617582,0.085019805,0.08617582
PAT-0324,0.0891444,0.08618792,0.08770752,0.08648582,0.08697259,0.08648582,0.08770752,0.08770752,0.06312864,0.0891444,0.06313998,0.08618792
PAT-0325,0.08663623,0.08953815,0.088480145,0.06930572,0.088183425,0.088183425,0.08663623,0.06930572,0.0657054,0.0907574,0.09063198,0.08663623
PAT-0326,0.08458327,0.08697012,0.085495904,0.0834505,0.08697012,0.08458327,0.0834505,0.0834505,0.08458327,0.08529821,0.08529821,0.06586611
PAT-0327,0.075639516,0.07506512,0.075639516,0.07466609,0.10483319,0.10278101,0.08095339,0.07506512,0.07506512,0.104273476,0.08095339,0.07506512
PAT-0328,0.084791176,0.085711256,0.084791176,0.06086707,0.08526602,0.084791176,0.08526602,0.08548865,0.08564876,0.085711256,0.08526602,0.08640152
PAT-0329,0.112088315,0.080931656,0.07618468,0.07640267,0.08001326,0.07618468,0.07618468,0.080931656,0.07640267,0.112088315,0.07640267,0.07618468
PAT-0330,0.0853175,0.08301419,0.0853175,0.0835057,0.06845159,0.085669905,0.08554637,0.0835057,0.085669905,0.085669905,0.08301419,0.0853175
PAT-0331,0.08650737,0.08556485,0.08650737,0.085237466,0.08410582,0.060186766,0.085455075,0.08410582,0.085237466,0.085237466,0.08628966,0.08556485
PAT-0332,0.08526067,0.0842473,0.0842473,0.0842473,0.08642953,0.08699459,0.0842473,0.063212365,0.0842473,0.08407322,0.0885458,0.0842473
PAT-0333,0.08765583,0.084139735,0.072261736,0.08616148,0.08516785,0.08616148,0.08765583,0.08765583,0.086408414,0.082235016,0.072261736,0.082235016
PAT-0334,0.08239143,0.083086126,0.08239143,0.08283608,0.08338633,0.083086126,0.08328881,0.08283608,0.08338633,0.083086126,0.0868388,0.08338633
PAT-0335,0.087339014,0.08454789,0.087339014,0.08454789,0.08499412,0.08499412,0.08499412,0.08499412,0.08499412,0.08454789,0.059368618,0.087339014
PAT-0336,0.090465434,0.08813376,0.08934589,0.06329448,0.08813376,0.06329448,0.09012606,0.090465434,0.09012606,0.08934589,0.09012606,0.06714272
PAT-0337,0.085672855,0.085554495,0.080114,0.085672855,0.08292101,0.081033416,0.085672855,0.085554495,0.08110218,0.081033416,0.085554495,0.080114
PAT-0338,0.0733138,0.07754133,0.10010249,0.07688828,0.10015555,0.095239304,0.07688828,0.0733138,0.07688828,0.07688828,0.07754133,0.095239304
PAT-0339,0.09482157,0.06768516,0.09507921,0.066021964,0.07127031,0.09253004,0.09022326,0.07127031,0.07127031,0.09022326,0.096569955,0.09303465
PAT-0340,0.091415,0.06718128,0.09103589,0.06719335,0.09103589,0.06425375,0.06425375,0.09163043,0.09466718,0.09163043,0.09103589,0.09466718
PAT-0341,0.08235332,0.08417577,0.08431026,0.08235332,0.08235332,0.08551435,0.08318261,0.08235332,0.08551435,0.08318261,0.08235332,0.08235332
PAT-0342,0.08894995,0.09184521,0.075156055,0.08947594,0.08857059,0.08876565,0.075156055,0.08857059,0.075156055,0.09048294,0.072715014,0.075156055
PAT-0343,0.07015994,0.07912108,0.079949565,0.07149646,0.079949565,0.07912108,0.09826505,0.10008969,0.079949565,0.07912108,0.10282735,0.079949565
PAT-0344,0.06387683,0.08824575,0.08960539,0.06387683,0.08824575,0.08956986,0.067525044,0.09079899,0.08960539,0.08824575,0.08960539,0.09079899
PAT-0345,0.07223759,0.0939064,0.0956308,0.0939064,0.07618933,0.091445886,0.07223759,0.07618933,0.09324312,0.07618933,0.06350203,0.0953222
PAT-0346,0.08939947,0.06722007,0.08939947,0.08641627,0.088201486,0.088201486,0.06722007,0.09081919,0.087541625,0.09081919,0.06722007,0.087541625
PAT-0347,0.08535956,0.0873543,0.08535956,0.08446654,0.085088715,0.084211506,0.06511327,0.08337954,0.0873543,0.08446654,0.08446654,0.08337954
PAT-0348,0.06916764,0.073765986,0.07362955,0.09330456,0.09773848,0.09461344,0.094142005,0.09486023,0.092351384,0.07362955,0.06916764,0.07362955
PAT-0349,0.077591754,0.07964145,0.077936076,0.077936076,0.077936076,0.07920424,0.077591754,0.077936076,0.10832056,0.07964145,0.108328424,0.077936076
PAT-0350,0.06832196,0.08547539,0.08472313,0.088874385,0.08628978,0.088874385,0.06832196,0.088874385,0.08425651,0.08544181,0.08425651,0.08628978
PAT-0351,0.0754953,0.10463363,0.10464847,0.07613121,0.07797632,0.07797632,0.10421101,0.07797632,0.07446546,0.0754953,0.0754953,0.0754953
PAT-0352,0.08643974,0.084961005,0.08403415,0.086829685,0.08643974,0.0889793,0.08487892,0.0889793,0.086829685,0.086829685,0.06739939,0.06739939
PAT-0353,0.08908,0.0918588,0.0918588,0.0671341,0.09182345,0.09182345,0.071140006,0.06415306,0.09182345,0.08943134,0.089268215,0.070605196
PAT-0354,0.063281946,0.08822664,0.08822664,0.08646915,0.08646915,0.08693851,0.08764927,0.063281946,0.08646915,0.08693851,0.08764927,0.08839983
PAT-0355,0.083929114,0.08552733,0.08552733,0.083957106,0.083929114,0.08552733,0.08518892,0.08632525,0.064183295,0.08518892,0.08518892,0.08552733
PAT-0366,0.07510575,0.10272776,0.06787525,0.09950014,0.1011082,0.100342885,0.09950014,0.07510575,0.07510575,0.06787525,0.06787525,0.06787778
PAT-0367,0.086752616,0.08622912,0.08472502,0.08457276,0.08454496,0.08622912,0.0864881,0.08414268,0.062902905,0.08454496,0.08414268,0.08472502
PAT-0368,0.08409757,0.084803686,0.08357364,0.084803686,0.084803686,0.086501114,0.08357364,0.086501114,0.086501114,0.08608632,0.08608632,0.062668115
PAT-0369,0.09242096,0.07211413,0.07287174,0.09204143,0.068404764,0.09050795,0.07211413,0.09379297,0.09095343,0.07287174,0.09095343,0.09095343
PAT-0370,0.08949012,0.08949012,0.09216439,0.073283955,0.09216439,0.08949012,0.064864144,0.073283955,0.061413847,0.09162586,0.093429774,0.089299224
PAT-0376,0.09075437,0.071953736,0.0910781,0.075967334,0.09241203,0.071953736,0.0910781,0.09241203,0.075967334,0.06491453,0.09075437,0.09075437
PAT-0377,0.06785687,0.094991826,0.06785687,0.09914827,0.09914827,0.09599973,0.07294142,0.06785687,0.09914827,0.06785687,0.09425322,0.07294142
PAT-0378,0.07675334,0.07478073,0.074099965,0.07478073,0.10004492,0.09984254,0.07675334,0.09933233,0.101783,0.074099965,0.07478073,0.072948426
PAT-0379,0.08500861,0.08500861,0.059857514,0.08391652,0.085465424,0.08790488,0.08500861,0.086491615,0.08391652,0.086491615,0.086491615,0.08443845
PAT-0380,0.08960212,0.08960212,0.09084168,0.08984265,0.060551256,0.08960212,0.066748954,0.060551256,0.091702536,0.08984265,0.091702536,0.08941014
PAT-0381,0.0735911,0.080791354,0.07446747,0.10606969,0.080791354,0.074710675,0.10398895,0.080791354,0.10314836,0.07446747,0.0735911,0.0735911
PAT-0382,0.08221197,0.08111609,0.083949335,0.08111609,0.08430753,0.08326915,0.08430753,0.08356162,0.08356162,0.08356162,0.08356162,0.085475884
PAT-0383,0.1019464,0.07892245,0.07590032,0.07590032,0.10224322,0.07590032,0.07395844,0.081754014,0.07590032,0.07395844,0.101861656,0.081754014
PAT-0384,0.08481476,0.08576757,0.08496746,0.085333064,0.060606748,0.08496746,0.08496746,0.08481476,0.08531435,0.08681579,0.08681579,0.08481476
PAT-0385,0.08929818,0.0642738,0.08929818,0.08612206,0.087335646,0.08732588,0.08620492,0.08620492,0.08620492,0.0642738,0.087335646,0.08612206
PAT-0386,0.09480433,0.0673014,0.09061819,0.068994865,0.09244011,0.068994865,0.068994865,0.09404483,0.0961858,0.0961858,0.09244011,0.068994865
PAT-0387,0.08898218,0.08605439,0.08898218,0.08605439,0.08674832,0.08674832,0.063387506,0.08898218,0.063387506,0.08624841,0.08837022,0.08605439
PAT-0388,0.0945783,0.0700085,0.0700085,0.09575863,0.07529391,0.094829515,0.0953672,0.07125483,0.09575863,0.07125483,0.09463234,0.07125483
PAT-0389,0.087439686,0.087439686,0.086918,0.08803639,0.08876678,0.08876678,0.08876678,0.087439686,0.08803639,0.087439686,0.06047061,0.060479484
PAT-0390,0.07446981,0.07857867,0.07446981,0.07446981,0.07857867,0.085810535,0.07857867,0.085810535,0.10667328,0.08037434,0.10360718,0.07857867
PAT-0391,0.09791966,0.071376756,0.071376756,0.09445617,0.09445617,0.0956804,0.09646372,0.07040443,0.07040443,0.07040443,0.0956804,0.071376756
PAT-0392,0.069552496,0.072104864,0.079238884,0.095053636,0.09615843,0.072104864,0.09732918,0.09739714,0.079238884,0.072319604,0.09739714,0.072104864
PAT-0393,0.070793234,0.096552655,0.09617156,0.07554931,0.0939716,0.0939716,0.07795753,0.070793234,0.070793234,0.09993912,0.07554931,0.07795753
PAT-0394,0.09834977,0.09803218,0.069542,0.09755866,0.07500438,0.09803218,0.06663678,0.09803218,0.06663678,0.098901615,0.06663678,0.06663678
PAT-0395,0.084336184,0.085668184,0.059117,0.085668184,0.085668184,0.085668184,0.08511474,0.084336184,0.089860156,0.085668184,0.08444741,0.08444741
PAT-0396,0.07832283,0.07867932,0.07867932,0.07832283,0.07669723,0.07832283,0.07669723,0.07867932,0.106544904,0.078438334,0.07867932,0.11193647
PAT-0397,0.07161452,0.07461659,0.09496585,0.09473115,0.07161452,0.06542102,0.07461659,0.096894056,0.09473115,0.09850304,0.06542102,0.09687044
PAT-0398,0.06572709,0.09035624,0.06885342,0.09152494,0.0940814,0.09120905,0.09118754,0.090994164,0.09365205,0.09035624,0.06633077,0.06572709
PAT-0399,0.08434154,0.084571645,0.088054754,0.08434154,0.084571645,0.088054754,0.08427419,0.058378033,0.08656241,0.08223233,0.088054754,0.08656241
PAT-0400,0.08338832,0.08282664,0.08186274,0.084684335,0.084684335,0.08357661,0.08282664,0.08282664,0.08186274,0.08338832,0.084684335,0.08338832
PAT-0406,0.08784842,0.09562425,0.09224099,0.07465725,0.07465725,0.07126976,0.08784842,0.06739539,0.09254225,0.07465725,0.09111115,0.090147555
PAT-0407,0.08567429,0.086843945,0.086843945,0.08474976,0.08567429,0.08474976,0.08474976,0.08235633,0.08597384,0.08567429,0.08235633,0.06435357
PAT-0408,0.07468531,0.084477246,0.0759389,0.084477246,0.110102914,0.07468531,0.0759389,0.084477246,0.0759389,0.0759389,0.10213487,0.081204295
PAT-0409,0.076581664,0.09932412,0.07025851,0.10073318,0.076581664,0.07025851,0.07025851,0.09932412,0.07968087,0.100736216,0.076581664,0.07968087
PAT-0410,0.06917657,0.09059228,0.08733109,0.08733109,0.08737486,0.08733109,0.06766164,0.08737486,0.09059228,0.08737486,0.06726725,0.09059228
PAT-0411,0.08976074,0.086414084,0.08505957,0.0666425,0.08727605,0.087215126,0.086414084,0.08505957,0.0854828,0.08727605,0.087215126,0.06618437
PAT-0412,0.08654318,0.0818819,0.08348756,0.08654318,0.08295037,0.08654318,0.0818819,0.08654694,0.08654694,0.08654694,0.08654694,0.06398103
PAT-0413,0.08419357,0.08400724,0.08419357,0.08400724,0.08400724,0.08400724,0.08168626,0.0825106,0.08168626,0.08168626,0.08400724,0.08400724
PAT-0414,0.08083547,0.0727527,0.0727527,0.10357664,0.076562755,0.0770362,0.0727527,0.076562755,0.10323392,0.10653595,0.076562755,0.08083547
PAT-0415,0.0723897,0.095090754,0.09760176,0.07239607,0.074157104,0.09760176,0.074157104,0.074157104,0.0723897,0.09883147,0.09883147,0.07239607
PAT-0421,0.07488451,0.10127363,0.10155927,0.07467459,0.10407597,0.07488451,0.07467459,0.07467459,0.0718405,0.0718405,0.07467459,0.10094273
PAT-0422,0.096429326,0.07602825,0.07602825,0.07109251,0.068893224,0.07109251,0.07109251,0.096429326,0.099173404,0.077658966,0.099173404,0.09690836
PAT-0423,0.088732526,0.08517128,0.06922551,0.088732526,0.088732526,0.08517128,0.09028678,0.0674685,0.08517128,0.08883259,0.07327212,0.089203164
PAT-0424,0.090614244,0.08824923,0.08912322,0.08824923,0.06345516,0.086454734,0.07001486,0.08912322,0.08912322,0.08912322,0.07001486,0.086454734
PAT-0425,0.08444937,0.08444937,0.08349466,0.0819049,0.08444937,0.08292209,0.08267893,0.08292209,0.08444937,0.08267893,0.08292209,0.08267893
PAT-0426,0.0861393,0.08511205,0.08582802,0.06297925,0.08529396,0.08511205,0.08511205,0.08358105,0.08582802,0.0861393,0.08358105,0.08529396
PAT-0427,0.08346111,0.08346111,0.08248127,0.08346111,0.08346111,0.083812654,0.08248127,0.083812654,0.08346111,0.083812654,0.08248127,0.083812654
PAT-0428,0.09328418,0.062967144,0.09328418,0.062967144,0.06588195,0.065187596,0.0924498,0.0924498,0.09274798,0.09274798,0.09274798,0.09328418
PAT-0429,0.083960645,0.083960645,0.083960645,0.082682766,0.08146523,0.08469203,0.082664564,0.082682766,0.082664564,0.08188213,0.08469203,0.08469203
PAT-0430,0.08839333,0.06438004,0.089289054,0.08475409,0.08839333,0.08638131,0.06371088,0.08839333,0.08839333,0.08475409,0.08698767,0.086169526
PAT-0431,0.08455402,0.086081006,0.08357434,0.08455402,0.08455402,0.086081006,0.083722085,0.086081006,0.084645495,0.086081006,0.06551802,0.08455402
PAT-0432,0.07529676,0.09955871,0.07621916,0.09769677,0.071320966,0.10231818,0.07529676,0.071320966,0.07621916,0.07621916,0.07621916,0.10231421
PAT-0433,0.067523986,0.09705081,0.07324393,0.095554724,0.067523986,0.095554724,0.067523986,0.096007414,0.073078014,0.067523986,0.10191113,0.097503275
PAT-0434,0.07576551,0.07542227,0.1049199,0.07542227,0.07828602,0.07576551,0.07828602,0.079210795,0.09992708,0.10328624,0.07828602,0.07542227
PAT-0435,0.069907755,0.08842528,0.08842528,0.08725267,0.08842528,0.086879246,0.069907755,0.05992301,0.08842528,0.09200156,0.09200156,0.08842528
PAT-0451,0.08396145,0.08319901,0.08301117,0.08301117,0.08396145,0.08377674,0.08301117,0.08301117,0.08301117,0.08301117,0.08402595,0.08300836
PAT-0452,0.06485433,0.08773018,0.08773018,0.061008688,0.088207416,0.088207416,0.086412914,0.0858519,0.0858519,0.088207416,0.088207416,0.08773018
PAT-0453,0.07480046,0.097015485,0.09651126,0.094589725,0.06790286,0.06790286,0.09687834,0.094589725,0.06790286,0.09718565,0.074583314,0.07013743
PAT-0454,0.08509236,0.08537452,0.08779596,0.08398147,0.08509236,0.08509236,0.08509236,0.08398147,0.08398147,0.08410445,0.08779596,0.06261528
PAT-0455,0.06325551,0.08386704,0.0868622,0.0868622,0.08364826,0.0844803,0.08364826,0.0844803,0.0874783,0.0868622,0.08468841,0.08386704
PAT-0466,0.093993954,0.06965942,0.06965942,0.06965942,0.0938753,0.093327135,0.07202653,0.09124843,0.091728166,0.09195591,0.068310894,0.094555415
PAT-0467,0.06741586,0.07106284,0.09449364,0.093363956,0.06741586,0.093992606,0.09449364,0.091926344,0.093363956,0.06741586,0.07106284,0.093992606
PAT-0468,0.067148395,0.08487373,0.06514091,0.08749344,0.08589003,0.08589003,0.08765177,0.08603136,0.08765177,0.08589003,0.08884508,0.08749344
PAT-0469,0.095074676,0.06823253,0.09664543,0.07523046,0.09664543,0.06823253,0.09742174,0.07002734,0.09592403,0.098306045,0.06823253,0.07002734
PAT-0470,0.08603663,0.08307751,0.08517609,0.08517609,0.062246863,0.08517609,0.08603663,0.08517609,0.08603663,0.08517609,0.08603663,0.08464863
PAT-0471,0.088006645,0.08537392,0.08591685,0.08787318,0.06353846,0.0867846,0.08787318,0.08787318,0.08778074,0.08787318,0.063099414,0.088006645
PAT-0472,0.074492514,0.07696849,0.074492514,0.07696849,0.10071591,0.074492514,0.10098716,0.074492514,0.07164328,0.09888906,0.07696849,0.09888906
PAT-0473,0.064213656,0.089156814,0.089808606,0.089156814,0.08959992,0.090426445,0.089156814,0.06603051,0.064213656,0.08700902,0.09207097,0.089156814
PAT-0474,0.08264802,0.08636213,0.08348067,0.08276609,0.08392967,0.08245554,0.08318299,0.08264802,0.08264802,0.08276609,0.08392967,0.08318299
PAT-0475,0.088928245,0.09038063,0.05999574,0.094242044,0.08817035,0.08817035,0.06763768,0.088928245,0.088928245,0.05999574,0.094242044,0.09038063
PAT-0476,0.08720208,0.08756815,0.08720208,0.06755293,0.08756815,0.08691433,0.08756815,0.08720208,0.085959926,0.08691433,0.06238778,0.085959926
PAT-0477,0.086178675,0.086178675,0.08648382,0.087023295,0.086178675,0.08889344,0.086178675,0.062471025,0.087023295,0.08889344,0.08648382,0.06801317
PAT-0478,0.0839422,0.08252001,0.0839422,0.0839422,0.08307062,0.0839422,0.0839422,0.0826456,0.08307062,0.08252001,0.08252001,0.0839422
PAT-0479,0.07962294,0.071141906,0.109280296,0.07962294,0.071141906,0.07232083,0.07962294,0.103756644,0.07962294,0.079266466,0.1022794,0.07232083
PAT-0480,0.10045986,0.098768115,0.06722494,0.0684787,0.100693874,0.0684787,0.10338751,0.076368265,0.072763756,0.10338751,0.072763756,0.06722494
PAT-0481,0.09103477,0.09083149,0.073729195,0.070338674,0.070338674,0.09083149,0.09103477,0.08844219,0.08844219,0.09103477,0.06549956,0.08844219
PAT-0482,0.07263561,0.074874714,0.0768694,0.074874714,0.0768694,0.09804537,0.0768694,0.074874714,0.0768694,0.09804537,0.098367564,0.1008044
PAT-0483,0.07452162,0.07452162,0.077251576,0.07920139,0.07452162,0.10542315,0.07731667,0.077251576,0.07920139,0.07920139,0.100793965,0.100793965
PAT-0484,0.09326008,0.09184372,0.092500016,0.0651701,0.067779884,0.092500016,0.092500016,0.061935972,0.0651701,0.09465634,0.092088655,0.090595074
PAT-0485,0.08403942,0.08403942,0.08403942,0.08403942,0.08557346,0.08557346,0.08466455,0.08557346,0.08661034,0.06560889,0.08557346,0.08466455
PAT-0486,0.09518665,0.09288617,0.069535,0.0925044,0.0925044,0.06741285,0.069535,0.09614574,0.09288617,0.09204849,0.06982014,0.069535
PAT-0487,0.09151178,0.06742967,0.06742967,0.06649032,0.09073001,0.09046574,0.09073001,0.09151178,0.09151178,0.06935973,0.09151178,0.091317765
PAT-0488,0.09277803,0.0914899,0.0914899,0.091489896,0.09068965,0.06643574,0.0706766,0.06457087,0.091489896,0.06457087,0.091489896,0.09282869
PAT-0489,0.084233284,0.08614739,0.08565825,0.08350442,0.08419115,0.06838201,0.08614739,0.08350442,0.08419115,0.08565825,0.08419115,0.08419115
PAT-0490,0.08281506,0.082717985,0.082717985,0.082717985,0.08281506,0.08281506,0.084020406,0.08281506,0.08413673,0.084020406,0.082717985,0.08569016
PAT-0491,0.065523475,0.065523475,0.09025348,0.09010149,0.065523475,0.0894298,0.08986584,0.09010149,0.08844672,0.08830676,0.08682259,0.09010149
PAT-0492,0.08663634,0.087574214,0.08412162,0.08775916,0.08664267,0.08664267,0.0690206,0.08664267,0.087662674,0.08775916,0.06289553,0.08664267
PAT-0493,0.08455801,0.08586988,0.08586988,0.08610769,0.08586988,0.08467367,0.08422267,0.08586988,0.060425933,0.08533132,0.08586988,0.08533132
PAT-0494,0.08565778,0.08601032,0.086132176,0.08580329,0.08483379,0.08580329,0.08580329,0.059040014,0.08379713,0.08565778,0.08565778,0.08580329
PAT-0495,0.08465429,0.078853466,0.09085611,0.078853466,0.09085611,0.08039069,0.09085611,0.08465429,0.08039069,0.080390684,0.080390684,0.078853466
PAT-0501,0.07080886,0.09252925,0.0651548,0.09585178,0.09334882,0.09277155,0.068251826,0.09277155,0.07010101,0.07080886,0.09277155,0.09483009
PAT-0502,0.08932213,0.05814984,0.09049945,0.08596021,0.08932213,0.08596021,0.0880409,0.0880409,0.0880409,0.05930021,0.0880409,0.08932213
PAT-0503,0.08904349,0.06548882,0.06491984,0.08890596,0.065929756,0.08890596,0.09006513,0.08816321,0.08904349,0.08984476,0.08984476,0.08984476
